001,Title -- 245^$0$0$a,Publication -- 260^$ $ $a,Publication Frequency -- 310^$ $ $a,"Production, Publication -- 264^$ $1$c",Topical Term -- 650^$ $7$2,Index Term -- 653^$ $6$a,Electronic Access -- 856^$ $2$u,710,246,500,775,022,247,321,580,546,521,900,300,490,700,041,773,981,711,110,901,692,250,525,600,983,505,record - leader,008,035,040,336,337,338,996,998
9922190210101480,Tot uw dienst : tijdschrift van de CVP-Herentals.,Herentals,Unknown,,^$ $7$2KADOC$ $ $aC8$ $ $xIdeologie en politiek$ $ $6(ODIS-HT),,,^$2$ $aCVP$ $ $cHerentals$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00651nas  2200205u  4500,001214q19841988be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002219021LBS01-Aleph^$ $ $a8641687^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922190210101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,CVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1984-[1988],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922191460101480,Zeg.,Hulshout,Unknown,,^$ $7$2KADOC$ $ $aC8$ $ $xIdeologie en politiek$ $ $6(ODIS-HT),,,^$2$ $aCVP. Groot-Hulshout$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00626nas  2200205u  4500,001214q19821985be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002219146LBS01-Aleph^$ $ $a8642213^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922191460101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,CVP. Groot-Hulshout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1982-[1985],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922192380101480,Jong Antwerpen.,Antwerpen,Bimonthly,,^$ $7$2KADOC$ $ $aC8$ $ $xIdeologie en politiek$ $ $6(ODIS-HT),,,^$2$ $aCVP-jongeren. Nieuw Antwerpen$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00619nas  2200193u  4500,001214q19831986be br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002219238LBS01-Aleph^$ $ $a8642527^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922192380101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
,,CVP-jongeren. Nieuw-Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1983]-[1986],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922192530101480,Aspecten.,As,Unknown,,,,,^$2$ $aCVP. As-Niel$ $ $cAs$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00552nas  2200193u  4500,001214d19839999be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002219253LBS01-Aleph^$ $ $a8642569^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922192530101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,CVP. As-Niel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1983]-?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922193080101480,CVP-krant.,Turnhout,Quarterly,,,,,^$2$ $aCVP$ $ $cTurnhout$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00552nas  2200193u  4500,001214q19841989be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002219308LBS01-Aleph^$ $ $a8642713^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922193080101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,CVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1984-[1989],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922193180101480,Met de muziek mee.,Bavikhove,Bimonthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00547nas  2200181u  4500,001214q19811986be br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002219318LBS01-Aleph^$ $ $a8642742^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922193180101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,Koninklijke dorpsfanfare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1981-[1986],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922193750101480,^$0$3$aDe gazet van Vilvoorde.,Vilvoorde,Quarterly,,^$ $7$2KADOC$ $ $aC8$ $ $xIdeologie en politiek$ $ $6(ODIS-HT),Periodicals,,^$2$ $aCVP. Vilvoorde$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00657nas  2200217u  4500,001214q19851998be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002219375LBS01-Aleph^$ $ $a8642905^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922193750101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,CVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1985]-[1998],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922201340101480,Harmonie.,Houthulst,Monthly,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,^$2$ $aKoninklijke woudfanfare Houthulst$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00655nas  2200205u  4500,001218q19821994be mr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002220134LBS01-Aleph^$ $ $a8645810^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922201340101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,Koninklijke woudfanfare Houthulst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1982-[1994],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922201580101480,CVP Watermaal-Bosvoorde.,Watermaal-Bosvoorde,Quarterly,,,,,^$2$ $aCVP$ $ $cWatermaal-Bosvoorde$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00593nas  2200193u  4500,001218q19831991be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002220158LBS01-Aleph^$ $ $a8645894^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922201580101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,CVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1983]-[1990/91],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922201660101480,CVP Woluwel.,Sint-Lambrechts-Woluwe,Bimonthly,,,,,^$2$ $aCVP$ $ $cSint-Lambrechts-Woluwe$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00602nas  2200193u  4500,001218q19839999be br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002220166LBS01-Aleph^$ $ $a8645925^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922201660101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,CVP,Bimonthly = 5x a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1983]-?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922204220101480,Kontakt.,Nossegem,Quarterly,,^$ $7$2KADOC$ $ $aC8$ $ $xIdeologie en politiek$ $ $6(ODIS-HT),Periodicals,,^$2$ $aCVP. Groot Zaventem$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00658nas  2200217u  4500,001218q19821994be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002220422LBS01-Aleph^$ $ $a8647236^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922204220101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,CVP. Groot-Zaventem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1982-1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922204280101480,^$0$3$a't Krantje.,Anderlecht,Unknown,,^$ $7$2KADOC$ $ $aC8$ $ $xIdeologie en politiek$ $ $6(ODIS-HT),,,^$2$ $aCVP$ $ $cAnderlecht$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00615nas  2200205u  4500,001218q19811989be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002220428LBS01-Aleph^$ $ $a8647257^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922204280101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,CVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1981-[1989],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922218130101480,CVP-EVP Machelen-Diegem.,Diegem,Quarterly,,,,,^$2$ $aCVP-EVP$ $ $cMachelen-Diegem$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00581nas  2200193u  4500,001221q19841991be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002221813LBS01-Aleph^$ $ $a8653435^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922218130101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,CVP-EVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1984]-[1991],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922218250101480,Uw zeg.,Pellenberg,Quarterly,,^$ $7$2KADOC$ $ $aC8$ $ $xIdeologie en politiek$ $ $6(ODIS-HT),,,^$2$ $aCVP-EVP$ $ $cBinkom-Linden-Lubbeek-Pellenberg$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00645nas  2200205u  4500,001221q19811994be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002221825LBS01-Aleph^$ $ $a8653470^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922218250101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,CVP-EVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1981]-[1994],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922218300101480,Zeg Geraardsbergen,,Bimonthly,1981-?,^$ $7$2KADOC$ $ $aC8$ $ $xIdeologie en politiek$ $ $6(ODIS-HT),Periodicals,,^$2$ $aCVP$ $ $cGeraardsbergen$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00610nas  2200205u  4500,001221q19811994be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002221830LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922218300101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c202107$ $ $9local,
,,,,Geraardsbergen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1981-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922219440101480,^$0$3$aLa main à la pâte.,Bruxelles,Quarterly,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT),Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,00602nas  2200181u  4500,001221q19811994be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002221944LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922219440101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c202011$ $ $9local,
,,Action vivre ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1985]-[1996],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922261680101480,Schoolexpeditie.,S.l.,Quarterly,,,Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,00561nas  2200193u  4500,010111q19851995be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002226168LBS01-Aleph^$ $ $a8670752^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922261680101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,Schoolexpeditie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1985]-[1995],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922302230101480,ACV jongeren.,Izegem,Quarterly,,,,,^$2$ $aACV-jongeren. West-Vlaanderen$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00590nas  2200193u  4500,010122d19829999be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002230223LBS01-Aleph^$ $ $a8686582^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922302230101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,ACV-jongeren. West-Vlaanderen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1982-?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922326370101480,Laïcs aujourd'hui. Service d'information.,Cité du Vatican,Unknown,,^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT),Periodicals,,^$2$ $aPontificium consilium pro laicis.$ $ $4oth,,,,,,,^$ $ $aFait suite à: Conseil pontifical pour les laics. Service d'information,,,,,,,,,,,,,,,,,,,00814nas  2200229u  4500,010129q19821997it ur|p||     0|||a|fre c,^$ $ $a(BeLVLBS)002232637LBS01-Aleph^$ $ $a8695821^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922326370101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,Conseil pontifical pour les laics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1982]-[1997],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922327620101480,Conversion and reconciliation /,Roma,,,,,,^$2$ $aPontificium consilium pro laicis.$ $ $4edt,,,,,,,,,,,^$ $ $a163 p.,^$1$ $aThe laity today$ $ $v29,,,,,,,,,,,,,,00668nam  2200205u  4500,010129s1983    xx |||| |     000|0 eng c,^$ $ $a(BeLVLBS)002232762LBS01-Aleph^$ $ $a8696435^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922327620101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,Ed. Pontificium consilium pro laicis,Citta del Vaticano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922327800101480,^$0$4$aThe holy father speaks to youth 1980-1985 /,Roma,,,,,,^$2$ $aPontificium consilium pro laicis.$ $ $4edt,,,,,,,,,,,^$ $ $a263 p.,^$1$ $aThe laity today$ $ $v30,,,,,,,,,,,,,,00680nam  2200205u  4500,010129s1984    xx |||| |     000|0 eng c,^$ $ $a(BeLVLBS)002232780LBS01-Aleph^$ $ $a8696499^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922327800101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,Ed. Pontificium consilium pro laicis,Citta del Vaticano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922375670101480,Nieuws : tweemaandelijks militantenblad van ACV-jongeren Oost-Vlaanderen.,Aalst,Bimonthly,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aarbeidersbeweging$ $ $6(ODIS-TW)2656,,,^$2$ $aACV-jongeren. Oost-Vlaanderen$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00805nas  2200217u  4500,010212q19841986be br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002237567LBS01-Aleph^$ $ $a8715630^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922375670101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,ACV-jongeren. Oost-Vlaanderen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1984]-[1986],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922375750101480,Doppersblaadje Edegem.,Antwerpen,Unknown,,,,,^$2$ $aACV-werkzoekendenwerking. Antwerpen$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00609nas  2200193u  4500,010212q19851986be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002237575LBS01-Aleph^$ $ $a8715661^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922375750101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,ACV. Werkzoekendenwerking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1985]-[1986],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922375930101480,^$0$4$aHet doppersgazetteke.,Dendermonde,Unknown,,,Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,00508nas  2200169u  4500,010212q19851986be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002237593LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922375930101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
,,ACV. Verbond Dendermonde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1985]-?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922425340101480,Kontakt.,Brugge,Unknown,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $amutualiteiten$ $ $6(ODIS-TW)2447,,,^$2$ $aJeugd en gezondheid$ $ $cBrugge$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00721nas  2200217u  4500,010226q19811993be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002242534LBS01-Aleph^$ $ $a8736525^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922425340101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,Jeugd en gezondheid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1981-[1993],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922426660101480,^$0$3$a't Muzikrantje.,Bissegem,Quarterly,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,^$2$ $aDe Leiegalm$ $ $cBissegem$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00628nas  2200205u  4500,010226q19831986be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002242666LBS01-Aleph^$ $ $a8737056^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922426660101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,De Leiegalm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1983-[1986],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922428490101480,Borggraafnieuws.,Hasselt,Quarterly,,^$ $7$2KADOC$ $ $aC7$ $ $xJeugd en sport$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $ajeugdbewegingen$ $ $6(ODIS-TW)951,Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,00622nas  2200205u  4500,010227q19811982be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002242849LBS01-Aleph^$ $ $a8737721^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922428490101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
,,De Borggraaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1981-[1982],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922438810101480,Dynamo-B.,Beringen,Quarterly,,^$ $7$2KADOC$ $ $aC8$ $ $xIdeologie en politiek$ $ $6(ODIS-HT),Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,00558nas  2200181u  4500,010227q19811982be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002243881LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922438810101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
,,CVP. Afdeling Beringen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1985]-[1987],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922440210101480,Verenigde koninklijke harmonie Sinte Katarina en Peter Benoit. Nieuwsberichten.,Antwerpen,Irregular,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),Periodicals,,,,,^$1$8$w(BeLVLBS)002244015LBS01-Aleph$ $ $tNieuws$ $ $4780,,,,^$ $ $aVoortzetting van: Nieuws,,,,,,,,,,,,,,,,,,,00761nas  2200205u  4500,010227q19811982be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002244021LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922440210101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
,,Verenigde koninklijke harmonie Sinte Katarina en Peter Benoit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
